Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.52 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.016	0.235294118	1	4	17	4	-1
?g  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b  ?g  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.016	0.285714286	1	4	14	4	-1
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/team  ?h   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.045916115	0.838709677	0.838709677	104	124	124	-1
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.045916115	0.852459016	0.852459016	104	122	122	-1
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.045916115	0.866666667	0.866666667	104	120	120	-1
?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.974834437	0.757201646	0.757201646	2208	2916	2916	-1
?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.974834437	0.755905512	0.755905512	2208	2921	2921	-1
?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.973068433	0.755570792	0.758169935	2204	2917	2907	-1
?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/team  ?a   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.968653422	0.486906347	0.758644537	2194	4506	2892	-1
?h  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?a  ?b  /sports/sports_position/players./sports/sports_team_roster/team  ?h   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.181898455	0.795366795	0.795366795	412	518	518	-1
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?a  ?g  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.188520971	0.790740741	0.790740741	427	540	540	-1
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?a  ?g  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.174392936	0.79	0.79	395	500	500	-1
?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.974392936	0.757118353	0.75946318	2207	2915	2906	-1
?g  /sports/sports_position/players./sports/sports_team_roster/position  ?b  ?g  /sports/sports_position/players./sports/sports_team_roster/team  ?a   => ?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b	0.969094923	0.497394063	0.760568261	2195	4413	2886	-1
?h  /location/country/official_language  ?b  ?a  /tv/tv_program/country_of_origin  ?h   => ?a  /tv/tv_program/languages  ?b	0.133858268	0.523076923	0.772727273	34	65	44	-1
?h  /people/person/languages  ?b  ?a  /tv/tv_program/program_creator  ?h   => ?a  /tv/tv_program/languages  ?b	0.023622047	0.461538462	0.857142857	6	13	7	-1
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?h  ?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b   => ?a  /tv/tv_program/languages  ?b	0.059055118	0.483870968	1	15	31	15	-1
?h  /film/actor/dubbing_performances./film/dubbing_performance/language  ?b  ?a  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?h   => ?a  /tv/tv_program/languages  ?b	0.196850394	0.657894737	0.909090909	50	76	55	-1
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?h  ?h  /film/actor/dubbing_performances./film/dubbing_performance/language  ?b   => ?a  /tv/tv_program/languages  ?b	0.023622047	0.12	1	6	50	6	-1
?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?h  ?h  /tv/tv_program/languages  ?b   => ?a  /tv/tv_program/languages  ?b	0.019685039	0.833333333	1	5	6	5	-1
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?h  ?h  /people/person/languages  ?b   => ?a  /tv/tv_program/languages  ?b	0.125984252	0.075294118	0.727272727	32	425	44	-1
?g  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?g  /tv/tv_program/languages  ?b   => ?a  /tv/tv_program/languages  ?b	0.019685039	1	1	5	5	5	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?g  /tv/tv_network/programs./tv/tv_network_duration/program  ?a   => ?a  /tv/tv_program/languages  ?b	0.216535433	0.753424658	0.964912281	55	73	57	-1
?g  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b   => ?a  /tv/tv_program/languages  ?b	0.035433071	0.195652174	1	9	46	9	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?g  /media_common/netflix_genre/titles  ?a   => ?a  /tv/tv_program/languages  ?b	0.023622047	0.75	1	6	8	6	-1
?g  /people/person/languages  ?b  ?g  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?a   => ?a  /tv/tv_program/languages  ?b	0.047244094	0.631578947	0.857142857	12	19	14	-1
?g  /people/person/languages  ?b  ?g  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?a   => ?a  /tv/tv_program/languages  ?b	0.035433071	0.529411765	0.75	9	17	12	-1
?g  /people/person/languages  ?b  ?g  /tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program  ?a   => ?a  /tv/tv_program/languages  ?b	0.031496063	0.666666667	0.888888889	8	12	9	-1
?g  /location/country/official_language  ?b  ?g  /media_common/netflix_genre/titles  ?a   => ?a  /tv/tv_program/languages  ?b	0.027559055	0.03271028	1	7	214	7	-1
?g  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /people/person/languages  ?b   => ?a  /tv/tv_program/languages  ?b	0.248031496	0.073170732	0.777777778	63	861	81	-1
?g  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /film/actor/dubbing_performances./film/dubbing_performance/language  ?b   => ?a  /tv/tv_program/languages  ?b	0.066929134	0.137096774	1	17	124	17	-1
?b  /location/location/contains  ?a  ?a  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.020289855	0.067961165	0.875	7	103	8	-1
?g  /film/actor/dubbing_performances./film/dubbing_performance/language  ?b  ?g  /film/actor/film./film/performance/film  ?a   => ?a  /tv/tv_program/languages  ?b	0.015748031	0.010781671	1	4	371	4	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.046376812	0.09039548	0.842105263	16	177	19	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.020289855	1	1	7	7	7	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?h  /location/location/contains  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.031884058	0.005826271	0.733333333	11	1888	15	-1
?h  /location/administrative_division/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.089855072	0.136563877	0.837837838	31	227	37	-1
?h  /location/administrative_division/country  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.011594203	0.19047619	0.8	4	21	5	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.124637681	0.081285444	0.74137931	43	529	58	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.023188406	0.13559322	0.727272727	8	59	11	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.153623188	0.096363636	0.913793103	53	550	58	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
?h  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.162318841	0.1005386	0.888888889	56	557	63	-1
?h  /location/administrative_division/first_level_division_of  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.124637681	0.093073593	0.895833333	43	462	48	-1
?h  /location/administrative_division/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.147826087	0.096408318	0.927272727	51	529	55	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
?a  /education/educational_institution/campuses  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.017391304	0.066666667	0.857142857	6	90	7	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.017391304	0.066666667	0.857142857	6	90	7	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.046376812	0.09039548	0.842105263	16	177	19	-1
?h  /organization/organization/headquarters./location/mailing_address/country  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.026086957	0.152542373	1	9	59	9	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /dataworld/gardening_hint/split_to  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.292753623	0.971153846	0.971153846	101	104	104	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.020289855	1	1	7	7	7	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.069565217	1	1	24	24	24	-1
