Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.61 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.7
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b  ?b  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.014957265	0.875	0.875	21	24	24	-1
?b  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?a  ?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.066239316	0.794871795	0.845454545	93	117	110	-1
?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.065527066	0.851851852	0.884615385	92	108	104	-1
?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.081196581	0.838235294	0.844444444	114	136	135	-1
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b  ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.015669516	0.814814815	0.814814815	22	27	27	-1
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b  ?a  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.015669516	0.916666667	0.956521739	22	24	23	-1
?a  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?b  ?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.066239316	0.837837838	0.885714286	93	111	105	-1
?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?a  /people/person/spouse_s./people/marriage/spouse  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.065527066	0.851851852	0.901960784	92	108	102	-1
?a  /government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office  ?b	0.130263158	1	1	99	99	99	-2
?a  /government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office  ?g  ?g  /location/hud_county_place/place  ?b   => ?a  /government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office  ?b	0.130263158	1	1	99	99	99	-2
?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a  ?a  /people/person/spouse_s./people/marriage/spouse  ?b   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.144067797	0.894736842	0.971428571	34	38	35	-1
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?b  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.059322034	0.777777778	0.933333333	14	18	15	-1
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?b  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.038135593	0.9	1	9	10	9	-1
?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.033898305	1	1	8	8	8	-1
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.033898305	1	1	8	8	8	-1
?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.059322034	0.823529412	0.933333333	14	17	15	-1
?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a  ?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.144067797	0.894736842	0.971428571	34	38	35	-1
?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?a  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b	0.038135593	0.9	1	9	10	9	-1
?h  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b  ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.364213198	0.79281768	1	287	362	287	-1
?a  /location/hud_county_place/place  ?h  ?h  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.482233503	1	1	380	380	380	-1
?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h  ?h  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.11928934	0.789915966	1	94	119	94	-1
?a  /location/hud_county_place/county  ?h  ?h  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.260152284	0.840163934	1	205	244	205	-1
?h  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.143401015	0.79020979	1	113	143	113	-1
?g  /location/hud_county_place/place  ?a  ?g  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.482233503	1	1	380	380	380	-1
?g  /location/hud_county_place/county  ?a  ?g  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.175126904	0.811764706	1	138	170	138	-1
?g  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.14213198	0.8	1	112	140	112	-1
?g  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b  ?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source  ?b	0.362944162	0.794444444	1	286	360	286	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.376744186	1	1	81	81	81	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.28372093	0.847222222	1	61	72	61	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.353488372	1	1	76	76	76	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.293023256	0.797468354	1	63	79	63	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.288372093	0.775	1	62	80	62	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.31627907	0.860759494	1	68	79	68	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.376744186	1	1	81	81	81	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.353488372	1	1	76	76	76	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.288372093	0.775	1	62	80	62	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.28372093	0.847222222	1	61	72	61	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.31627907	0.860759494	1	68	79	68	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.293023256	0.797468354	1	63	79	63	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?a   => ?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b	0.013953488	1	1	3	3	3	-1
?h  /business/job_title/people_with_this_title./business/employment_tenure/company  ?a  ?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?h   => ?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b	0.030546624	0.730769231	0.730769231	19	26	26	-1
?h  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b	0.012861736	0.727272727	0.727272727	8	11	11	-1
?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h  ?h  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b	0.011254019	0.7	0.7	7	10	10	-1
?b  /education/educational_institution/campuses  ?h  ?a  /organization/role/leaders./organization/leadership/organization  ?h   => ?a  /organization/role/leaders./organization/leadership/organization  ?b	0.57010582	1	1	431	431	431	-2
?b  /education/educational_institution_campus/educational_institution  ?h  ?a  /organization/role/leaders./organization/leadership/organization  ?h   => ?a  /organization/role/leaders./organization/leadership/organization  ?b	0.55952381	1	1	423	423	423	-2
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /organization/role/leaders./organization/leadership/organization  ?h   => ?a  /organization/role/leaders./organization/leadership/organization  ?b	0.011904762	0.9	1	9	10	9	-2
?g  /education/educational_institution_campus/educational_institution  ?b  ?a  /organization/role/leaders./organization/leadership/organization  ?g   => ?a  /organization/role/leaders./organization/leadership/organization  ?b	0.55952381	1	1	423	423	423	-2
?g  /dataworld/gardening_hint/split_to  ?b  ?a  /organization/role/leaders./organization/leadership/organization  ?g   => ?a  /organization/role/leaders./organization/leadership/organization  ?b	0.011904762	0.818181818	1	9	11	9	-2
